"","BS1","BS2","BS3","BS4","BS5","M1","M2","M3","M4","M5","V1","V2","V3","V4"
"LOC_Os01g02390",0,83,0,22,0,121,55,24,0,17,1,111,54,0
"LOC_Os01g02400",100,23,65,29,4,74,0,3,59,88,176,12,119,271
"LOC_Os01g02410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02420",54,0,0,0,0,0,0,16,0,0,0,5,0,0
"LOC_Os01g02430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02490",0,0,0,0,0,0,0,0,11,88,0,0,24,0
"LOC_Os01g02500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02510",0,0,0,0,0,0,0,0,0,0,0,7.881,0,0
"LOC_Os01g02520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02590",0,0,0,0,15,20,0,0,0,0,0,0,0,0
"LOC_Os01g02600",0,0,0,0,0,0,0,0,0,0,10,0,0,0
"LOC_Os01g02610",0,0,0,0,0,0,0,5,0,0,7,0,0,0
"LOC_Os01g02629",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02700",0,0,11,3,6,284,94,77,115,430,0,0,0,0
"LOC_Os01g02710",24,113,8,1,0,210,188,163,189,46,0,0,0,0
"LOC_Os01g02720",98,151,27,48,88,116,126,83,192,75,166,227,383,132
"LOC_Os01g02730",0,0,0,1,0,0,19,0,0,18,2,0,0,0
"LOC_Os01g02740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02750",28,0,0,0,0,0,15,64,0,0,1,0,0,0
"LOC_Os01g02760",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02860",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC_Os01g02870",104,99,41,29,28,0,26,1,25,0,1,29,0,0
"LOC_Os01g02880",29,72,6,4,20,1,48,2,5,1,404,525,428,773
"LOC_Os01g02884",68,152,49,263,253,290,264,360,353,476,495,359,508,369
"LOC_Os01g02890",0,0,0,0,0,0,0,0,0,0,0,0,49,0
"LOC_Os01g02900",119,267,189,1,1,1,0,1,0,0,46,33,64,2
"LOC_Os01g02910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02920",1,0,0,0,0,0,0,0,0,0,26,52,0,0
"LOC_Os01g02930",0,0,0,0,0,98,0,0,0,1,0,0,0,0
"LOC_Os01g02940",0,0,0,0,0,0,4,0,0,0,118,9,5,168
"LOC_Os01g02950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02960",151,321,299,493,182,157,123,145,121,228,315,337,346,332
"LOC_Os01g02970",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g02990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03020",276,247,120,300,309,335,187,194,323,214,1035,1247,666,970
"LOC_Os01g03030",0,86,28,0,88,150,41,113,65,0,228,265,136,160
"LOC_Os01g03040",375,1066,679,679,402,1328,995,1362,1746,2162,300,547,369,198
"LOC_Os01g03050",12,0,0,0,54,98,52,41,37,93,115,38,262,109
"LOC_Os01g03060",91,308,53,15,56,362,77,49,272,669,472,463,603,660
"LOC_Os01g03070",597,1167,528,723,601,360,265,276,352,316,2689,3159,2697,3432
"LOC_Os01g03080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03090",146,174,35,9,26,106,153,104,93,336,193,203,367,71
"LOC_Os01g03100",69,50,23,18,61,0,2,0,1,1,793,831,916,1137
"LOC_Os01g03110",43,0,31,2,0,0,50,0,75,0,201,239,45,121
"LOC_Os01g03130",0,0,0,0,0,0,0,34,0,0,0,0,0,0
"LOC_Os01g03144",310,337,175,317,298,263,258,171,161,384,299,263,266,156
"LOC_Os01g03160",69,103,0,0,86,54,49,35,60,86,168,72,27,137
"LOC_Os01g03170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03180",143,117,0,120,108,64,57,147,119,1,63,40,0,0
"LOC_Os01g03190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03200",0,0,0,0,40,0,10.046,0,0,87,0,0,0,0
"LOC_Os01g03210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03240",0,0,0,0,0,0,0,0,0,0,0,7,0,0
"LOC_Os01g03250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03310",143,177,202,2,136,460,196,384,367,1425,0,0,34,0
"LOC_Os01g03320",0,32,15,0,0,63,0,0,0,10,0,0,0,0
"LOC_Os01g03330",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03340",19,16,5,31,0,217,50,154,83,488,0,0,0,0
"LOC_Os01g03350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03380",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03390",58,0,0,66,0,47,0,0,1,0,0,0,0,0
"LOC_Os01g03400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03410",2,0,0,0,0,0,0,0,31,0,0,0,0,0
"LOC_Os01g03420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03429",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03452",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03464",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03490",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC_Os01g03500",22,164,66,0,38,41,179,111,38,0,67,36,115,203
"LOC_Os01g03510",87,110,23,0,162,0,0,0,1,162,484,243,190,208
"LOC_Os01g03520",72,377,79,1,275,248,205,271,300,262,417,785,482,589
"LOC_Os01g03530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03549",327,531,394,195,191,335,154,167,187,559,587,544,423,388
"LOC_Os01g03570",363,257,365,162,216,72,68,50,112,1,1598,1124,1655,1480
"LOC_Os01g03580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03630",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03650",30,29,71,112,140,335,104,195,325,129,255,190,95,191
"LOC_Os01g03660",0,0,0,0,0,0,16,0,0,0,0,0,0,0
"LOC_Os01g03670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03690",0,0,5,0,0,1,0,0,0,0,58,4,0,82
"LOC_Os01g03710",0,0,0,0,0,0,0,0,0,0,5,0,0,0
"LOC_Os01g03720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03730",0,0,0,0,0,0,19,0,0,0,0,0,0,0
"LOC_Os01g03740",0,0,0,0,0,0,0,0,0,0,35,0,0,103
"LOC_Os01g03750",37,31,2,0,52,1,79,22,46,148,156,64,0,151
"LOC_Os01g03760",281,232,106,265,151,88,118,69,68,234,376,220,353,898
"LOC_Os01g03770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03810",0,0,0,34,1,0,0,0,0,0,152.793,81.356,0,2
"LOC_Os01g03820",8,16,81,31,54,118,165,72,115,85,232.207,146.644,113,97
"LOC_Os01g03830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03870",0,0,0,113,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03914",162,114,55,0,83,29,56,31,1,76,523,337,327,369
"LOC_Os01g03930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03940",145,105,113,131,384,670,489,277,551,1244,274,214,317,270
"LOC_Os01g03950",37,85,35,0,0,8,58,0,34,0,0,0,0,0
"LOC_Os01g03960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03970",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g03980",26,0,38,0,75,0,145,41,66,154,19,47,154,0
"LOC_Os01g03989",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04010",0,0,0,0,4,9,11,9,13,14,20,2,0,3
"LOC_Os01g04020",1017,1435,858,1481,1002,1267,480,755,745,1264,3064,2577,2729,3691
"LOC_Os01g04030",29,0,0,100,0,17,0,17,0,0,95,27,42,118
"LOC_Os01g04040",0,0,1,0,0,0,2,0,0,0,0,0,0,0
"LOC_Os01g04050",32,39,53,65,1,0,0,2,1,4,393,452,426,221
"LOC_Os01g04070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04090",0,0,0,0,0,0,23,0,0,0,0,0,0,0
"LOC_Os01g04100",0,0,0,0,0,0,64,14,0,194,112,201,0,0
"LOC_Os01g04110",16,59,56,4,53,0,54,34,0,66,46,159,48.001,302
"LOC_Os01g04120",0,0,30,0,0,29,0,0,0,63,0,0,0,0
"LOC_Os01g04130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04160",0,0,0,0,0,0,0,0,0,0,24,0,0,0
"LOC_Os01g04170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04190",127,102,179,17,16,22,64,0,39,256,217,157,215,329
"LOC_Os01g04200",329,1,137,0,53,1,114,29,51,78,147,122,185,395
"LOC_Os01g04210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04260",123,131,46,0,0,180,89,79,108,351,355,453,166,79
"LOC_Os01g04270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04280",61,0,0,4,0,0,0,0,0,0,38,51,17,0
"LOC_Os01g04290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04300",0,0,0,0,0,0,0,0,0,0,15,0,0,0
"LOC_Os01g04310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04324",0,0,0,0,0,0,4,0,0,0,0,0,0,0
"LOC_Os01g04330",154,225,39,170,37,0,10,1,0,23,99,31,19,53
"LOC_Os01g04340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04350",598,1638,659,573,1206,158,57,48,133,70,391,240,371,510
"LOC_Os01g04360",0,0,42,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04370",0,0,0,0,0,0,0,0,0,0,0,29,14,0
"LOC_Os01g04380",0,0,0,1,68,0,0,0,0,0,23,26,137,102
"LOC_Os01g04390",26,0,0,0,0,0,0,0,0,0,8,0,0,0
"LOC_Os01g04409",37,0,6,0,0,171,6,13,0,93,51,172,21,87
"LOC_Os01g04430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04500",0,0,0,0,0,0,0,0,36,0,68,0,0,0
"LOC_Os01g04510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04540",197.748,110.525,170.422,43.94,230.077,92.927,198.404,194.134,191.267,547.063,483.847,249.027,323.057,288.624
"LOC_Os01g04550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04600",17,21,0,0,0,0,35,11,19,50,85,47,79,0
"LOC_Os01g04610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04620",0,0,0,0,29,0,0,0,0,0,0,0,0,0
"LOC_Os01g04630",59,128,159,138,77,680,312,525,478,924,196,153,54,266
"LOC_Os01g04640",0,0,0,0,60,1,0,0,1,0,967,1454,841,1261
"LOC_Os01g04650",99,87,53,0,43,4,223,104,95,52,471,341,338,438
"LOC_Os01g04660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04670",15,1,0,0,0,0,0,0,1,0,520,417,384,565
"LOC_Os01g04680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04699",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04710",0,0,0,0,0,0,0,17,0,0,0,53,74,0
"LOC_Os01g04720",0,0,0,0,0,1,0,0,0,0,37,56,70,0
"LOC_Os01g04730",0,23,3,0,2,0,0,0,0,0,15,0,0,18
"LOC_Os01g04740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04800",0,0,0,0,0,0,21,0,0,0,0,0,7,0
"LOC_Os01g04814",228,214,137,250,233,406,240,128,381,163,702,832,902,1169
"LOC_Os01g04830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04860",0,74,134,35,0,290,169,118,126,267,3,58,7,93
"LOC_Os01g04870",27,0,35,111,46,0,58,28,33,72,153,178,165,156
"LOC_Os01g04880",86.364,192.284,48.236,2,0,0,38.076,0,0,17,130,69,170.777,57
"LOC_Os01g04900",386.636,484.716,154.764,340,213,473,455.924,966,207,802,192,96,49.223,35
"LOC_Os01g04910",0,0,68,0,1,127,0,23,0,1,3,130,57,0
"LOC_Os01g04920",392,562,468,959,510,471,236,191,281,676,967,1800,905,1374
"LOC_Os01g04930",237,162,100,545,79,221,89,108,41,146,1348,1810,1840,1471
"LOC_Os01g04950",194,391,120,113,203,198,149,236,32,400,566,318,458,707.008
"LOC_Os01g04960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04970",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g04990",16,39,4,0,75,138,0,8,24,127,73,67,243,147
"LOC_Os01g05000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05010",54,0,25,21,0,0,0,38,0,51,99,137,63,92
"LOC_Os01g05020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05060",0,0,0,0,96,65,0,0,0,0,0,0,0,0
"LOC_Os01g05064",0,0,0,0,0,0,20,12,0,0,0,15,0,0
"LOC_Os01g05070",60,21,31,7,1,16,0,0,69,112,127,93,215,132
"LOC_Os01g05080",0,0,0,0,0,0,45,2,63,0,13,0,0,0
"LOC_Os01g05090",30.301,60,116,105,61,323.743,73,6,131.96,254.02,201.926,45.567,119.588,331.591
"LOC_Os01g05100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05105",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05130",4,120,0,93,0,241,21,54,88,203,222,109,163,206
"LOC_Os01g05140",0,0,45,0,0,1,70,16,0,0,32,3,141,267
"LOC_Os01g05150",62,2,0,189,81,1,0,1,0,1,826,469,636,850
"LOC_Os01g05160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05289",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05360",0,0,0,0,0,0,0,0,0,0,0,15,29,2
"LOC_Os01g05370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05380",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC_Os01g05390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05420",422,158,441,298,347,1089,598,262,462,581,1303,1856,1223,1878
"LOC_Os01g05430",27,222,61,1,1,255,5,11,35,50,131,0,87,85
"LOC_Os01g05440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05470",0,96,68,63,0,2,77,52,1,0,145,340,167,159
"LOC_Os01g05480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05490",1726,3727,1969,2259,1323,3880,2441,2072,2549,5134,4693,4348,3487,5777
"LOC_Os01g05500",198,401,74,223,10,462,342,410,326,713,411,550,387,438
"LOC_Os01g05510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05540",29,49,0,2,49,0,4,29,21,0,171,192,57,144
"LOC_Os01g05550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05560",148,170,83,134,178,96,58,61,3,31,339,381,305,382
"LOC_Os01g05570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05585",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05610",456.284,309.873,273.773,254.978,269.773,550.915,392.337,321.883,646.615,688.263,1468.42,1418.899,1266.47,1402.907
"LOC_Os01g05620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05630",0,0,0,0,83.464,33.973,87.179,37.36,179.179,263.581,113.823,271.697,333.634,440.871
"LOC_Os01g05640",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC_Os01g05650",14712,27199,15922,20095,15680,4884,2988,4525,4206,9692,52099,54283,40838,78114
"LOC_Os01g05660",131,0,52,230,0,0,0,27,1,19,148,174,107,214
"LOC_Os01g05670",432,443,569,290,291,511,277,257,321,817,1263,988,1028,836
"LOC_Os01g05680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05694",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05744",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC_Os01g05760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05790",5,1,87,57,3,402,206,91,55,309,138,154,273,155
"LOC_Os01g05800",784,975,1072,601,471,2629,1952,1478,1913,2659,473,796,824,353
"LOC_Os01g05810",137,124,12,34,13,92,159,61,225,445,108,67,59,136
"LOC_Os01g05820",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC_Os01g05830",28,72,0,0,1,82,0,0,27,43,100,64,295,3
"LOC_Os01g05840",122,200,202,241,23,1407,427,467,697,680,111,31,120,143
"LOC_Os01g05850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05900",342.004,657.76,312.625,375.943,356.029,255.193,250.593,98.007,265.821,294.845,2318.588,2694.293,2271.894,2966.379
"LOC_Os01g05940",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g05970",227.141,383.973,137.015,209.001,35.117,308.009,203.163,205.103,365.794,687.489,606.956,422.895,590.541,720.16
"LOC_Os01g05980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os01g06000",0,0,0,0,4,0,12,0,79,0,17,0,0,0
"LOC_Os01g06010",747.456,1681.755,736.751,1119.059,755,1019.074,680.009,907.874,637.601,1907.98,1694.635,2021.674,1887.741,2744.684
"LOC_Os01g06020",0,73,111,0,91,56,55,27,27,60,126,16,128,102
"LOC_Os01g06030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
