"","BS1","BS2","BS3","BS4","BS5","M1","M2","M3","M4","M5","V1","V2","V3","V4"
"LOC_Os05g09460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09470",0,0,0,0,0,0,0,0,0,0,0,2,0,0
"LOC_Os05g09480",1,58,0,0,0,0,0,0,0,0,22,1,4,0
"LOC_Os05g09490",102,826,215,220,616,379,346,193,164,363,1133,853,1237,1518
"LOC_Os05g09500",0,0,24,1,0,0,0,0,0,0,40,22,25,134
"LOC_Os05g09510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09550",42,278,256,200,2,253,138,111,228,616,501,349,496,827
"LOC_Os05g09570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09600",0,4,0,64,1,103,3,0,0,0,92,40,0,0
"LOC_Os05g09620",39,41,169,279,120,549,219,95,225,272,191,392,351,277
"LOC_Os05g09630",124,4,0,93,56,72,24,32,93,61,416,288,206,47
"LOC_Os05g09640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09650",0,0,0,0,0,0,0,0,0,7,0,0,0,0
"LOC_Os05g09660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09704",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09708",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09716",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09724",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09728",0,0,0,0,0,204,8,14,57,58,2,27,0,48
"LOC_Os05g09732",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09736",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g09740",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LOC_Os05g10210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10230",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LOC_Os05g10240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10380",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10414",224,513,105,144,133,809,503,237,569,767,176,349,259,253
"LOC_Os05g10420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10440",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC_Os05g10450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10480",19,152,18,9,0,354,87,191,169,69,20,22,277,6
"LOC_Os05g10490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10570",82,53,2,0,14,56,8,0,146,201,39,32,50,0
"LOC_Os05g10580",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC_Os05g10590",0,106,43,0,0,0,22,0,58,38,2,21,2,56
"LOC_Os05g10600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10620",0,0,0,0,0,0,0,0,0,0,22,3,0,84
"LOC_Os05g10625",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10630",26,0,89.061,105,26.001,122,1.012,1,4,0,277.001,118.791,223.001,634.443
"LOC_Os05g10640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10650",212,304,63,0,10,39,0,0,0,0,26,0,0,39
"LOC_Os05g10660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10670",47,1,0,0,1,169,48,97,57,0,0,80,21,85
"LOC_Os05g10680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10690",25,1,17,42,50,2,22,34,1,22,497,541,582,435
"LOC_Os05g10700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10730",1614,2887,1558.001,1156,1183,1034,546,888,885,1200,458,393,587,490
"LOC_Os05g10740",0,0,0,0,0,0,0,0,6,0,0,0,0,1
"LOC_Os05g10750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10754",126,78.316,163,42,27.752,333.665,168.489,162,202.807,569,351.272,259.974,473,76.962
"LOC_Os05g10770",72,103,0,11,56,0,100,74,245,123,392,470,111,427
"LOC_Os05g10780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10810",53,88,22,0,111,58,123,61,72,104,190,101,239,327
"LOC_Os05g10820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10830",0,73,0,0,0,0,0,0,2,0,3,90,65,43
"LOC_Os05g10840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10920",0,0,0,0,0,143.042,18,17.634,0,29,0,33,0,35
"LOC_Os05g10930",1426,1924,1156,1048,749,1943,1624,1673,1577,3680,1268,1859,1495,2246
"LOC_Os05g10940",46,84,183,63,244,46,11,1,39,65,745,455,623,742
"LOC_Os05g10950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g10970",0,0,0,0,0,0,1.058,0,0,0,0,0,0,0
"LOC_Os05g10980",0,0,0,0,0,0,0,9,0,0,0,2,0,25
"LOC_Os05g10990",0,0,0,0,0,0,0,0,0,0,0,4,0,0
"LOC_Os05g11000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11010",0,0,0,0,0,0,0,0,0,0,6,0,0,1
"LOC_Os05g11030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11060",0,0,0,0,0,0,0,0,0,0,41,0,0,0
"LOC_Os05g11064",97,234.002,32,6,2,546,397.949,48,461,588.992,0,98,93,0
"LOC_Os05g11070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11090",236,403,155,53,8,861,433,481,397,749,85,137,243,178
"LOC_Os05g11100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11120",144,483,243,236,178,306,284,192,298,637,123,344,471,207
"LOC_Os05g11130",0,5,0,0,0,0,0,0,0,7,26,20,57,55
"LOC_Os05g11140",71,74,160,87,145,64,117,163,268,193,326,608,520,613
"LOC_Os05g11150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11210",110,110,110,76,57,272,410,315,240,557,0,35,0,0
"LOC_Os05g11220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11250",26,1,21,0,33,0,0,0,0,51,169,87,93,240
"LOC_Os05g11260",984.507,1150.142,601.403,173.816,690.149,5152.028,3766.583,2566.409,3374.829,5894.69,573.429,379.407,709.894,744.166
"LOC_Os05g11270",0,0,0,0,1,149,0,0,0,0,0,0,0,0
"LOC_Os05g11280",0,0,0,0,56,53,0,0,39,0,6.476,70,0,0
"LOC_Os05g11290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11310",0,0,0,0,0,0,0,0,0,0,0,0,0,38
"LOC_Os05g11320",3,113,70,0,1,68.009,66,78,69,423.944,2,2,3,4.004
"LOC_Os05g11330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11370",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11380",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11414",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11428",0,0,0,30,0,65,0,0,58,0,0,0,0,0
"LOC_Os05g11460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11510",111,18,54,35,107,181,136,132,24,347,1437,1145,1389,1543
"LOC_Os05g11520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11550",1,0,17,159,0,12,77,33,106,0,217,71,159,46
"LOC_Os05g11560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11630",7,70,0,0,0,0,87,0,0,76,0,8,0,0
"LOC_Os05g11640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11650",0,0,0,0,0,0,0,0,1,0,1,4,0,0
"LOC_Os05g11660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11710",23,162,79,128,191,63,0,0,5,153,307,326,321,342
"LOC_Os05g11720",128,201,32,240,39,1,0,0,2,86,782,579,731,1141
"LOC_Os05g11730",0,123,0,157,0,0,0,0,0,0,11,0,47,75
"LOC_Os05g11740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11770",137,54,187,158,225,526,258,104,157,608,438,238,542,344
"LOC_Os05g11780",582,423,539,432,450,644,475,437,530,642.013,3008,2838,3581,4129
"LOC_Os05g11790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11810",121,109,59,40,202.349,116,419.942,110.998,363.683,647,1381.82,912.454,1278.979,1781.449
"LOC_Os05g11820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11840",0,0,0,0,2,0,0,0,0,0,34,38,0,0
"LOC_Os05g11850",135,189,138,150,2,165,45,234,177,137,238,258,378,297
"LOC_Os05g11860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11870",42,0,53,0,0,80,53,16,78,7,17,41,0,0
"LOC_Os05g11890",0,0,0,0,0,0,0,0,0,0,29,0,0,0
"LOC_Os05g11900",113,83,0,4,0,0,0,31,1,8,284,245,473,268
"LOC_Os05g11910",107,256,23,222,188,5,41,23,14,3,2343,2900,2197,3053
"LOC_Os05g11920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11940",0,0,0,0,0,0,24,0,0,0,0,0,0,0
"LOC_Os05g11950",79.118,0,39,103,7,2,1,0,31,0,275,274.881,303.792,369
"LOC_Os05g11960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11970",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11980",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g11990",0,0,60,0,0,0,0,1,0,0,74,39,0,0
"LOC_Os05g12000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12050",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12060",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12094",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12130",8,0,0,1,0,0,0,1,0,5,0,2,35,0
"LOC_Os05g12140",0,0,1,62,1,11,31,0,49,6,179,50,209,278
"LOC_Os05g12150",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12170",12,196,84,75,81,93,124,29,230,81,86,58,51,57
"LOC_Os05g12180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12190",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12230",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12250",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12260",470,566,293,523,413,468,441,501,651,819,390,425,657,1086
"LOC_Os05g12270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12300",132,243,258,7.001,376,233,199,158,390,409,199,252.021,315,114
"LOC_Os05g12310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12320",0,0,0,0,2,1,0,0,1,0,312,411,321,224
"LOC_Os05g12330",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12360",0,0,0,0,0,0,0,0,0,0,10,30,17,6
"LOC_Os05g12370",0,0,0,0,0,0,20,0,0,0,0,0,0,0
"LOC_Os05g12380",0,0,15,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12390",0,0,0,0,0,28,0,0,0,0,0,0,0,0
"LOC_Os05g12400",661,935,678,339,164,107,575,397,222,613,603,739,867,702
"LOC_Os05g12410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12450",84,56,56,0,0,20,99,0,7,73,59,34,3,61
"LOC_Os05g12460",0,1,0,0,0,0,0,0,0,0,34,0,0,0
"LOC_Os05g12474",461,455,300,305,464,1407,631,356,794,1214,387,260,335,133
"LOC_Os05g12481",1,0,0,1,58,0,0,16,0,0,65,0,0,1
"LOC_Os05g12490",57,83,29,82,1,57,83,38,30,106,116,105,139,12
"LOC_Os05g12500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12580",0,0,0,0,0,0,0,0,0,0,0,0,0,23
"LOC_Os05g12590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12630",197,571,461,257,388,2106,2553,1260,2158,3314,70,74,21,129
"LOC_Os05g12640",1658,4376,2887,2454,2636,94,54,189,236,203,709,522,913,880
"LOC_Os05g12660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12670",0,0,0,0,0,0,0,0,0,35,0,0,0,0
"LOC_Os05g12680",26,102,17,90,91,0,60,0,73,27,881,916,614,465
"LOC_Os05g12700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12804",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g12808",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13320",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13330",55,119,31,166,1,0,41,88,0,60,194,188,240,247
"LOC_Os05g13340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13360",0,101,28,7,0,149,81,82,39,342,0,0,58,1
"LOC_Os05g13370",0,1,1,0,0,131,2,18,56,152,0,1,3,44
"LOC_Os05g13380",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13390",99,92,94,0,49,0,0,175,84,229,222,303,315,83
"LOC_Os05g13400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13420",0,0,0,31,91,173,175,34,85,162,175.08,214,174,279
"LOC_Os05g13430",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13440",349,349,381,243,314,429,311,209,361,566,1994.92,2104,1978,2102
"LOC_Os05g13450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13480",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13510",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13520",0,0,0,0,0,35,0,23,1,0,0,0,0,0
"LOC_Os05g13530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13550",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13560",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13570",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13580",667,828,604,227,492,743,601,568,845,1076,2456,2482,2420,2302
"LOC_Os05g13590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13600",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13620",6,45,26,231,0,0,0,0,0,0,1,48,77,52
"LOC_Os05g13630",0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LOC_Os05g13640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13730",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13760",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13770",0,0,16,0,0,6,2,0,3,4,1,0,0,0
"LOC_Os05g13780",0,0,25,116,0,34,59,31,70,0,24.889,45,0,60
"LOC_Os05g13790",0,1,0,0,2,0,0,0,0,10,52.111,0,113,0
"LOC_Os05g13800",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13804",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13810",85,80,137,22,162,194,84,128,49,241,124,138,162,263
"LOC_Os05g13820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13860",0,0,0,0,0,0,13,0,0,0,0,0,0,0
"LOC_Os05g13870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC_Os05g13904",26,189,133,183,79,142,98,154,72,262,38,27,64,111
